,date,Temperature(℃),Humidity(%RH)
5310,2021-02-21 01:47:05+01:00,10.08,72.16
5309,2021-02-21 01:48:05+01:00,10.06,72.15
5308,2021-02-21 01:49:05+01:00,10.05,72.15
5307,2021-02-21 01:50:05+01:00,10.03,72.14
5306,2021-02-21 01:51:05+01:00,10.02,72.14
5305,2021-02-21 01:52:05+01:00,10.0,72.13
5304,2021-02-21 01:53:05+01:00,9.99,72.13
5303,2021-02-21 01:54:05+01:00,9.97,72.12
5302,2021-02-21 01:55:05+01:00,9.95,72.11
5301,2021-02-21 01:56:05+01:00,9.99,72.19
5300,2021-02-21 01:57:05+01:00,9.97,72.19
5299,2021-02-21 01:58:05+01:00,9.95,72.18
5298,2021-02-21 01:59:05+01:00,9.93,72.17
5297,2021-02-21 02:00:05+01:00,9.91,72.17
5296,2021-02-21 02:01:05+01:00,9.89,72.16
5295,2021-02-21 02:02:05+01:00,9.87,72.15
5294,2021-02-21 02:03:05+01:00,9.85,72.15
5293,2021-02-21 02:04:05+01:00,9.83,72.14
5292,2021-02-21 02:05:05+01:00,9.81,72.13
5291,2021-02-21 02:06:05+01:00,9.8,72.16
5290,2021-02-21 02:07:05+01:00,9.79,72.16
5289,2021-02-21 02:08:05+01:00,9.78,72.16
5288,2021-02-21 02:09:05+01:00,9.77,72.17
5287,2021-02-21 02:10:05+01:00,9.76,72.17
5286,2021-02-21 02:11:05+01:00,9.75,72.18
5285,2021-02-21 02:12:05+01:00,9.74,72.18
5284,2021-02-21 02:13:05+01:00,9.73,72.19
5283,2021-02-21 02:14:05+01:00,9.72,72.19
5282,2021-02-21 02:15:05+01:00,9.7,72.2
5281,2021-02-21 02:16:05+01:00,9.69,72.2
5280,2021-02-21 02:17:05+01:00,9.68,72.2
5279,2021-02-21 02:18:05+01:00,9.67,72.21
5278,2021-02-21 02:19:05+01:00,9.66,72.22
5277,2021-02-21 02:20:05+01:00,9.65,72.23
5276,2021-02-21 02:21:05+01:00,9.63,72.23
5275,2021-02-21 02:22:05+01:00,9.62,72.24
5274,2021-02-21 02:23:05+01:00,9.61,72.25
5273,2021-02-21 02:24:05+01:00,9.6,72.26
5272,2021-02-21 02:25:05+01:00,9.58,72.27
5271,2021-02-21 02:26:05+01:00,9.56,72.27
5270,2021-02-21 02:27:05+01:00,9.55,72.27
5269,2021-02-21 02:28:05+01:00,9.54,72.26
5268,2021-02-21 02:29:05+01:00,9.52,72.25
5267,2021-02-21 02:30:05+01:00,9.51,72.24
5266,2021-02-21 02:31:05+01:00,9.5,72.24
5265,2021-02-21 02:32:05+01:00,9.48,72.23
5264,2021-02-21 02:33:05+01:00,9.47,72.22
5263,2021-02-21 02:34:05+01:00,9.46,72.21
5262,2021-02-21 02:35:05+01:00,9.44,72.2
5261,2021-02-21 02:36:05+01:00,9.49,72.2
5260,2021-02-21 02:37:05+01:00,9.48,72.21
5259,2021-02-21 02:38:05+01:00,9.46,72.22
5258,2021-02-21 02:39:05+01:00,9.44,72.23
5257,2021-02-21 02:40:05+01:00,9.42,72.24
5256,2021-02-21 02:41:05+01:00,9.4,72.25
5255,2021-02-21 02:42:05+01:00,9.38,72.26
5254,2021-02-21 02:43:05+01:00,9.36,72.27
5253,2021-02-21 02:44:05+01:00,9.34,72.28
5252,2021-02-21 02:45:05+01:00,9.32,72.29
5251,2021-02-21 02:46:05+01:00,9.38,72.29
5250,2021-02-21 02:47:05+01:00,9.36,72.29
5249,2021-02-21 02:48:05+01:00,9.34,72.28
5248,2021-02-21 02:49:05+01:00,9.32,72.27
5247,2021-02-21 02:50:05+01:00,9.3,72.26
5246,2021-02-21 02:51:05+01:00,9.28,72.25
5245,2021-02-21 02:52:05+01:00,9.26,72.24
5244,2021-02-21 02:53:05+01:00,9.24,72.23
5243,2021-02-21 02:54:05+01:00,9.22,72.22
5242,2021-02-21 02:55:05+01:00,9.2,72.21
5241,2021-02-21 02:56:05+01:00,9.19,72.2
5240,2021-02-21 02:57:05+01:00,9.18,72.2
5239,2021-02-21 02:58:05+01:00,9.17,72.2
5238,2021-02-21 02:59:05+01:00,9.16,72.21
5237,2021-02-21 03:00:05+01:00,9.15,72.21
5236,2021-02-21 03:01:05+01:00,9.13,72.21
5235,2021-02-21 03:02:05+01:00,9.12,72.22
5234,2021-02-21 03:03:05+01:00,9.11,72.22
5233,2021-02-21 03:04:05+01:00,9.1,72.22
5232,2021-02-21 03:05:05+01:00,9.08,72.23
5231,2021-02-21 03:06:05+01:00,9.09,72.23
5230,2021-02-21 03:07:05+01:00,9.08,72.23
5229,2021-02-21 03:08:05+01:00,9.07,72.23
5228,2021-02-21 03:09:05+01:00,9.05,72.24
5227,2021-02-21 03:10:05+01:00,9.04,72.24
5226,2021-02-21 03:11:05+01:00,9.03,72.24
5225,2021-02-21 03:12:05+01:00,9.01,72.25
5224,2021-02-21 03:13:05+01:00,9.0,72.25
5223,2021-02-21 03:14:05+01:00,8.99,72.25
5222,2021-02-21 03:15:05+01:00,8.97,72.26
5221,2021-02-21 03:16:05+01:00,8.99,72.28
5220,2021-02-21 03:17:05+01:00,8.98,72.28
5219,2021-02-21 03:18:05+01:00,8.96,72.27
5218,2021-02-21 03:19:05+01:00,8.94,72.26
5217,2021-02-21 03:20:05+01:00,8.93,72.26
5216,2021-02-21 03:21:05+01:00,8.91,72.25
5215,2021-02-21 03:22:05+01:00,8.89,72.24
5214,2021-02-21 03:23:05+01:00,8.88,72.24
5213,2021-02-21 03:24:05+01:00,8.86,72.23
5212,2021-02-21 03:25:05+01:00,8.84,72.22
5211,2021-02-21 03:26:05+01:00,8.83,72.24
5210,2021-02-21 03:27:05+01:00,8.82,72.24
5209,2021-02-21 03:28:05+01:00,8.81,72.25
5208,2021-02-21 03:29:05+01:00,8.8,72.25
5207,2021-02-21 03:30:05+01:00,8.79,72.26
5206,2021-02-21 03:31:05+01:00,8.77,72.26
5205,2021-02-21 03:32:05+01:00,8.76,72.27
5204,2021-02-21 03:33:05+01:00,8.75,72.27
5203,2021-02-21 03:34:05+01:00,8.74,72.28
5202,2021-02-21 03:35:05+01:00,8.72,72.29
5201,2021-02-21 03:36:05+01:00,8.79,72.22
5200,2021-02-21 03:37:05+01:00,8.78,72.22
5199,2021-02-21 03:38:05+01:00,8.76,72.23
5198,2021-02-21 03:39:05+01:00,8.74,72.24
5197,2021-02-21 03:40:05+01:00,8.72,72.25
5196,2021-02-21 03:41:05+01:00,8.7,72.25
5195,2021-02-21 03:42:05+01:00,8.68,72.26
5194,2021-02-21 03:43:05+01:00,8.66,72.27
5193,2021-02-21 03:44:05+01:00,8.64,72.28
5192,2021-02-21 03:45:05+01:00,8.62,72.29
5191,2021-02-21 03:46:05+01:00,8.69,72.33
5190,2021-02-21 03:47:05+01:00,8.68,72.32
5189,2021-02-21 03:48:05+01:00,8.66,72.31
5188,2021-02-21 03:49:05+01:00,8.64,72.29
5187,2021-02-21 03:50:05+01:00,8.62,72.28
5186,2021-02-21 03:51:05+01:00,8.6,72.27
5185,2021-02-21 03:52:05+01:00,8.58,72.25
5184,2021-02-21 03:53:05+01:00,8.56,72.24
5183,2021-02-21 03:54:05+01:00,8.54,72.23
5182,2021-02-21 03:55:05+01:00,8.52,72.21
5181,2021-02-21 03:56:05+01:00,8.59,72.33
5180,2021-02-21 03:57:05+01:00,8.57,72.33
5179,2021-02-21 03:58:05+01:00,8.55,72.33
5178,2021-02-21 03:59:05+01:00,8.53,72.33
5177,2021-02-21 04:00:05+01:00,8.51,72.33
5176,2021-02-21 04:01:05+01:00,8.49,72.33
5175,2021-02-21 04:02:05+01:00,8.47,72.33
5174,2021-02-21 04:03:05+01:00,8.45,72.33
5173,2021-02-21 04:04:05+01:00,8.43,72.33
5172,2021-02-21 04:05:05+01:00,8.41,72.33
5171,2021-02-21 04:06:05+01:00,8.39,72.33
5170,2021-02-21 04:07:05+01:00,8.38,72.33
5169,2021-02-21 04:08:05+01:00,8.37,72.34
5168,2021-02-21 04:09:05+01:00,8.36,72.34
5167,2021-02-21 04:10:05+01:00,8.35,72.35
5166,2021-02-21 04:11:05+01:00,8.33,72.35
5165,2021-02-21 04:12:05+01:00,8.32,72.36
5164,2021-02-21 04:13:05+01:00,8.31,72.36
5163,2021-02-21 04:14:05+01:00,8.3,72.37
5162,2021-02-21 04:15:05+01:00,8.28,72.38
5161,2021-02-21 04:16:05+01:00,8.25,72.38
5160,2021-02-21 04:17:05+01:00,8.24,72.38
5159,2021-02-21 04:18:05+01:00,8.23,72.38
5158,2021-02-21 04:19:05+01:00,8.22,72.38
5157,2021-02-21 04:20:05+01:00,8.21,72.38
5156,2021-02-21 04:21:05+01:00,8.2,72.39
5155,2021-02-21 04:22:05+01:00,8.19,72.39
5154,2021-02-21 04:23:05+01:00,8.18,72.39
5153,2021-02-21 04:24:05+01:00,8.17,72.39
5152,2021-02-21 04:25:05+01:00,8.16,72.4
5151,2021-02-21 04:26:05+01:00,8.19,72.49
5150,2021-02-21 04:27:05+01:00,8.18,72.49
5149,2021-02-21 04:28:05+01:00,8.17,72.49
5148,2021-02-21 04:29:05+01:00,8.15,72.49
5147,2021-02-21 04:30:05+01:00,8.14,72.49
5146,2021-02-21 04:31:05+01:00,8.13,72.49
5145,2021-02-21 04:32:05+01:00,8.11,72.49
5144,2021-02-21 04:33:05+01:00,8.1,72.49
5143,2021-02-21 04:34:05+01:00,8.09,72.49
5142,2021-02-21 04:35:05+01:00,8.07,72.49
5141,2021-02-21 04:36:05+01:00,8.09,72.44
5140,2021-02-21 04:37:05+01:00,8.08,72.44
5139,2021-02-21 04:38:05+01:00,8.07,72.44
5138,2021-02-21 04:39:05+01:00,8.05,72.44
5137,2021-02-21 04:40:05+01:00,8.04,72.44
5136,2021-02-21 04:41:05+01:00,8.02,72.43
5135,2021-02-21 04:42:05+01:00,8.01,72.43
5134,2021-02-21 04:43:05+01:00,7.99,72.43
5133,2021-02-21 04:44:05+01:00,7.98,72.43
5132,2021-02-21 04:45:05+01:00,7.96,72.42
5131,2021-02-21 04:46:05+01:00,7.99,72.41
5130,2021-02-21 04:47:05+01:00,7.98,72.41
5129,2021-02-21 04:48:05+01:00,7.96,72.41
5128,2021-02-21 04:49:05+01:00,7.95,72.42
5127,2021-02-21 04:50:05+01:00,7.93,72.42
5126,2021-02-21 04:51:05+01:00,7.92,72.42
5125,2021-02-21 04:52:05+01:00,7.9,72.43
5124,2021-02-21 04:53:05+01:00,7.89,72.43
5123,2021-02-21 04:54:05+01:00,7.87,72.43
5122,2021-02-21 04:55:05+01:00,7.85,72.44
5121,2021-02-21 04:56:05+01:00,7.85,72.43
5120,2021-02-21 04:57:05+01:00,7.84,72.43
5119,2021-02-21 04:58:05+01:00,7.83,72.43
5118,2021-02-21 04:59:05+01:00,7.82,72.43
5117,2021-02-21 05:00:05+01:00,7.81,72.43
5116,2021-02-21 05:01:05+01:00,7.8,72.44
5115,2021-02-21 05:02:05+01:00,7.79,72.44
5114,2021-02-21 05:03:05+01:00,7.78,72.44
5113,2021-02-21 05:04:05+01:00,7.77,72.44
5112,2021-02-21 05:05:05+01:00,7.76,72.45
5111,2021-02-21 05:06:05+01:00,7.79,72.45
5110,2021-02-21 05:07:05+01:00,7.78,72.45
5109,2021-02-21 05:08:05+01:00,7.77,72.45
5108,2021-02-21 05:09:05+01:00,7.75,72.46
5107,2021-02-21 05:10:05+01:00,7.74,72.46
5106,2021-02-21 05:11:05+01:00,7.73,72.47
5105,2021-02-21 05:12:05+01:00,7.71,72.47
5104,2021-02-21 05:13:05+01:00,7.7,72.48
5103,2021-02-21 05:14:05+01:00,7.69,72.48
5102,2021-02-21 05:15:05+01:00,7.67,72.49
5101,2021-02-21 05:16:05+01:00,7.61,72.45
5100,2021-02-21 05:17:05+01:00,7.61,72.45
5099,2021-02-21 05:18:05+01:00,7.62,72.45
5098,2021-02-21 05:19:05+01:00,7.63,72.45
5097,2021-02-21 05:20:05+01:00,7.64,72.45
5096,2021-02-21 05:21:05+01:00,7.65,72.46
5095,2021-02-21 05:22:05+01:00,7.66,72.46
5094,2021-02-21 05:23:05+01:00,7.67,72.46
5093,2021-02-21 05:24:05+01:00,7.68,72.46
5092,2021-02-21 05:25:05+01:00,7.69,72.47
5091,2021-02-21 05:26:05+01:00,7.58,72.47
5090,2021-02-21 05:27:05+01:00,7.58,72.48
5089,2021-02-21 05:28:05+01:00,7.57,72.49
5088,2021-02-21 05:29:05+01:00,7.56,72.5
5087,2021-02-21 05:30:05+01:00,7.55,72.51
5086,2021-02-21 05:31:05+01:00,7.54,72.52
5085,2021-02-21 05:32:05+01:00,7.53,72.53
5084,2021-02-21 05:33:05+01:00,7.52,72.54
5083,2021-02-21 05:34:05+01:00,7.51,72.55
5082,2021-02-21 05:35:05+01:00,7.5,72.57
5081,2021-02-21 05:36:05+01:00,7.41,72.59
5080,2021-02-21 05:37:05+01:00,7.43,72.58
5079,2021-02-21 05:38:05+01:00,7.45,72.57
5078,2021-02-21 05:39:05+01:00,7.47,72.56
5077,2021-02-21 05:40:05+01:00,7.49,72.55
5076,2021-02-21 05:41:05+01:00,7.51,72.54
5075,2021-02-21 05:42:05+01:00,7.53,72.53
5074,2021-02-21 05:43:05+01:00,7.55,72.52
5073,2021-02-21 05:44:05+01:00,7.57,72.51
5072,2021-02-21 05:45:05+01:00,7.59,72.5
5071,2021-02-21 05:46:05+01:00,7.49,72.59
5070,2021-02-21 05:47:05+01:00,7.48,72.59
5069,2021-02-21 05:48:05+01:00,7.46,72.59
5068,2021-02-21 05:49:05+01:00,7.44,72.59
5067,2021-02-21 05:50:05+01:00,7.42,72.59
5066,2021-02-21 05:51:05+01:00,7.4,72.59
5065,2021-02-21 05:52:05+01:00,7.38,72.59
5064,2021-02-21 05:53:05+01:00,7.36,72.59
5063,2021-02-21 05:54:05+01:00,7.34,72.59
5062,2021-02-21 05:55:05+01:00,7.32,72.59
5061,2021-02-21 05:56:05+01:00,7.25,72.59
5060,2021-02-21 05:57:05+01:00,7.26,72.59
5059,2021-02-21 05:58:05+01:00,7.28,72.58
5058,2021-02-21 05:59:05+01:00,7.29,72.57
5057,2021-02-21 06:00:05+01:00,7.31,72.56
5056,2021-02-21 06:01:05+01:00,7.32,72.55
5055,2021-02-21 06:02:05+01:00,7.34,72.54
5054,2021-02-21 06:03:05+01:00,7.35,72.53
5053,2021-02-21 06:04:05+01:00,7.37,72.52
5052,2021-02-21 06:05:05+01:00,7.39,72.51
5051,2021-02-21 06:06:05+01:00,7.29,72.51
5050,2021-02-21 06:07:05+01:00,7.28,72.51
5049,2021-02-21 06:08:05+01:00,7.27,72.52
5048,2021-02-21 06:09:05+01:00,7.25,72.53
5047,2021-02-21 06:10:05+01:00,7.24,72.54
5046,2021-02-21 06:11:05+01:00,7.23,72.55
5045,2021-02-21 06:12:05+01:00,7.21,72.56
5044,2021-02-21 06:13:05+01:00,7.2,72.57
5043,2021-02-21 06:14:05+01:00,7.19,72.58
5042,2021-02-21 06:15:05+01:00,7.17,72.59
5041,2021-02-21 06:16:05+01:00,7.19,72.58
5040,2021-02-21 06:17:05+01:00,7.18,72.58
5039,2021-02-21 06:18:05+01:00,7.17,72.57
5038,2021-02-21 06:19:05+01:00,7.16,72.56
5037,2021-02-21 06:20:05+01:00,7.15,72.55
5036,2021-02-21 06:21:05+01:00,7.14,72.54
5035,2021-02-21 06:22:05+01:00,7.13,72.53
5034,2021-02-21 06:23:05+01:00,7.12,72.52
5033,2021-02-21 06:24:05+01:00,7.11,72.51
5032,2021-02-21 06:25:05+01:00,7.1,72.5
5031,2021-02-21 06:26:05+01:00,7.09,72.5
5030,2021-02-21 06:27:05+01:00,7.09,72.5
5029,2021-02-21 06:28:05+01:00,7.08,72.5
5028,2021-02-21 06:29:05+01:00,7.07,72.51
5027,2021-02-21 06:30:05+01:00,7.06,72.51
5026,2021-02-21 06:31:05+01:00,7.05,72.51
5025,2021-02-21 06:32:05+01:00,7.04,72.52
5024,2021-02-21 06:33:05+01:00,7.03,72.52
5023,2021-02-21 06:34:05+01:00,7.02,72.52
5022,2021-02-21 06:35:05+01:00,7.01,72.53
5021,2021-02-21 06:36:05+01:00,6.93,72.53
5020,2021-02-21 06:37:05+01:00,6.94,72.54
5019,2021-02-21 06:38:05+01:00,6.96,72.56
5018,2021-02-21 06:39:05+01:00,6.98,72.58
5017,2021-02-21 06:40:05+01:00,7.0,72.59
5016,2021-02-21 06:41:05+01:00,7.01,72.61
5015,2021-02-21 06:42:05+01:00,7.03,72.63
5014,2021-02-21 06:43:05+01:00,7.05,72.64
5013,2021-02-21 06:44:05+01:00,7.07,72.66
5012,2021-02-21 06:45:05+01:00,7.09,72.68
5011,2021-02-21 06:46:05+01:00,6.99,72.69
5010,2021-02-21 06:47:05+01:00,6.98,72.69
5009,2021-02-21 06:48:05+01:00,6.96,72.68
5008,2021-02-21 06:49:05+01:00,6.95,72.67
5007,2021-02-21 06:50:05+01:00,6.93,72.66
5006,2021-02-21 06:51:05+01:00,6.92,72.66
5005,2021-02-21 06:52:05+01:00,6.9,72.65
5004,2021-02-21 06:53:05+01:00,6.89,72.64
5003,2021-02-21 06:54:05+01:00,6.87,72.63
5002,2021-02-21 06:55:05+01:00,6.85,72.62
5001,2021-02-21 06:56:05+01:00,6.86,72.6
5000,2021-02-21 06:57:05+01:00,6.86,72.6
4999,2021-02-21 06:58:05+01:00,6.85,72.61
4998,2021-02-21 06:59:05+01:00,6.84,72.61
4997,2021-02-21 07:00:05+01:00,6.84,72.62
4996,2021-02-21 07:01:05+01:00,6.83,72.62
4995,2021-02-21 07:02:05+01:00,6.82,72.63
4994,2021-02-21 07:03:05+01:00,6.82,72.63
4993,2021-02-21 07:04:05+01:00,6.81,72.64
4992,2021-02-21 07:05:05+01:00,6.8,72.65
4991,2021-02-21 07:06:05+01:00,6.78,72.65
4990,2021-02-21 07:07:05+01:00,6.78,72.65
4989,2021-02-21 07:08:05+01:00,6.77,72.65
4988,2021-02-21 07:09:05+01:00,6.76,72.65
4987,2021-02-21 07:10:05+01:00,6.75,72.65
4986,2021-02-21 07:11:05+01:00,6.75,72.66
4985,2021-02-21 07:12:05+01:00,6.74,72.66
4984,2021-02-21 07:13:05+01:00,6.73,72.66
4983,2021-02-21 07:14:05+01:00,6.72,72.66
4982,2021-02-21 07:15:05+01:00,6.71,72.67
4981,2021-02-21 07:16:05+01:00,6.65,72.7
4980,2021-02-21 07:17:05+01:00,6.66,72.7
4979,2021-02-21 07:18:05+01:00,6.68,72.71
4978,2021-02-21 07:19:05+01:00,6.69,72.72
4977,2021-02-21 07:20:05+01:00,6.71,72.73
4976,2021-02-21 07:21:05+01:00,6.72,72.73
4975,2021-02-21 07:22:05+01:00,6.74,72.74
4974,2021-02-21 07:23:05+01:00,6.75,72.75
4973,2021-02-21 07:24:05+01:00,6.77,72.76
4972,2021-02-21 07:25:05+01:00,6.79,72.77
4971,2021-02-21 07:26:05+01:00,6.69,72.77
4970,2021-02-21 07:27:05+01:00,6.68,72.77
4969,2021-02-21 07:28:05+01:00,6.67,72.76
4968,2021-02-21 07:29:05+01:00,6.66,72.75
4967,2021-02-21 07:30:05+01:00,6.65,72.74
4966,2021-02-21 07:31:05+01:00,6.64,72.74
4965,2021-02-21 07:32:05+01:00,6.63,72.73
4964,2021-02-21 07:33:05+01:00,6.62,72.72
4963,2021-02-21 07:34:05+01:00,6.61,72.71
4962,2021-02-21 07:35:05+01:00,6.59,72.7
4961,2021-02-21 07:36:05+01:00,6.56,72.71
4960,2021-02-21 07:37:05+01:00,6.56,72.71
4959,2021-02-21 07:38:05+01:00,6.55,72.72
4958,2021-02-21 07:39:05+01:00,6.55,72.73
4957,2021-02-21 07:40:05+01:00,6.54,72.74
4956,2021-02-21 07:41:05+01:00,6.54,72.74
4955,2021-02-21 07:42:05+01:00,6.53,72.75
4954,2021-02-21 07:43:05+01:00,6.53,72.76
4953,2021-02-21 07:44:05+01:00,6.52,72.77
4952,2021-02-21 07:45:05+01:00,6.51,72.78
4951,2021-02-21 07:46:05+01:00,6.59,72.71
4950,2021-02-21 07:47:05+01:00,6.58,72.71
4949,2021-02-21 07:48:05+01:00,6.57,72.72
4948,2021-02-21 07:49:05+01:00,6.55,72.73
4947,2021-02-21 07:50:05+01:00,6.54,72.74
4946,2021-02-21 07:51:05+01:00,6.52,72.74
4945,2021-02-21 07:52:05+01:00,6.51,72.75
4944,2021-02-21 07:53:05+01:00,6.49,72.76
4943,2021-02-21 07:54:05+01:00,6.48,72.77
4942,2021-02-21 07:55:05+01:00,6.46,72.78
4941,2021-02-21 07:56:05+01:00,6.46,72.78
4940,2021-02-21 07:57:05+01:00,6.46,72.78
4939,2021-02-21 07:58:05+01:00,6.45,72.77
4938,2021-02-21 07:59:05+01:00,6.44,72.76
4937,2021-02-21 08:00:05+01:00,6.44,72.75
4936,2021-02-21 08:01:05+01:00,6.43,72.75
4935,2021-02-21 08:02:05+01:00,6.42,72.74
4934,2021-02-21 08:03:05+01:00,6.42,72.73
4933,2021-02-21 08:04:05+01:00,6.41,72.72
4932,2021-02-21 08:05:05+01:00,6.4,72.71
4931,2021-02-21 08:06:05+01:00,6.34,72.7
4930,2021-02-21 08:07:05+01:00,6.35,72.7
4929,2021-02-21 08:08:05+01:00,6.37,72.71
4928,2021-02-21 08:09:05+01:00,6.39,72.72
4927,2021-02-21 08:10:05+01:00,6.4,72.73
4926,2021-02-21 08:11:05+01:00,6.42,72.74
4925,2021-02-21 08:12:05+01:00,6.44,72.75
4924,2021-02-21 08:13:05+01:00,6.45,72.76
4923,2021-02-21 08:14:05+01:00,6.47,72.77
4922,2021-02-21 08:15:05+01:00,6.49,72.78
4921,2021-02-21 08:16:05+01:00,6.39,72.77
4920,2021-02-21 08:17:05+01:00,6.38,72.77
4919,2021-02-21 08:18:05+01:00,6.37,72.76
4918,2021-02-21 08:19:05+01:00,6.36,72.75
4917,2021-02-21 08:20:05+01:00,6.35,72.74
4916,2021-02-21 08:21:05+01:00,6.33,72.74
4915,2021-02-21 08:22:05+01:00,6.32,72.73
4914,2021-02-21 08:23:05+01:00,6.31,72.72
4913,2021-02-21 08:24:05+01:00,6.3,72.71
4912,2021-02-21 08:25:05+01:00,6.28,72.7
4911,2021-02-21 08:26:05+01:00,6.28,72.7
4910,2021-02-21 08:27:05+01:00,6.28,72.71
4909,2021-02-21 08:28:05+01:00,6.27,72.73
4908,2021-02-21 08:29:05+01:00,6.27,72.75
4907,2021-02-21 08:30:05+01:00,6.26,72.76
4906,2021-02-21 08:31:05+01:00,6.26,72.78
4905,2021-02-21 08:32:05+01:00,6.25,72.8
4904,2021-02-21 08:33:05+01:00,6.25,72.81
4903,2021-02-21 08:34:05+01:00,6.24,72.83
4902,2021-02-21 08:35:05+01:00,6.23,72.85
4901,2021-02-21 08:36:05+01:00,6.29,72.88
4900,2021-02-21 08:37:05+01:00,6.28,72.88
4899,2021-02-21 08:38:05+01:00,6.27,72.87
4898,2021-02-21 08:39:05+01:00,6.25,72.86
4897,2021-02-21 08:40:05+01:00,6.24,72.85
4896,2021-02-21 08:41:05+01:00,6.23,72.84
4895,2021-02-21 08:42:05+01:00,6.21,72.83
4894,2021-02-21 08:43:05+01:00,6.2,72.82
4893,2021-02-21 08:44:05+01:00,6.19,72.81
4892,2021-02-21 08:45:05+01:00,6.17,72.8
4891,2021-02-21 08:46:05+01:00,6.18,72.83
4890,2021-02-21 08:47:05+01:00,6.18,72.85
4889,2021-02-21 08:48:05+01:00,6.18,72.88
4888,2021-02-21 08:49:05+01:00,6.17,72.91
4887,2021-02-21 08:50:05+01:00,6.17,72.94
4886,2021-02-21 08:51:05+01:00,6.16,72.96
4885,2021-02-21 08:52:05+01:00,6.16,72.99
4884,2021-02-21 08:53:05+01:00,6.15,73.02
4883,2021-02-21 08:54:05+01:00,6.15,73.05
4882,2021-02-21 08:55:05+01:00,6.14,73.08
4881,2021-02-21 08:56:05+01:00,6.13,73.08
4880,2021-02-21 08:57:05+01:00,6.13,73.06
4879,2021-02-21 08:58:05+01:00,6.13,73.04
4878,2021-02-21 08:59:05+01:00,6.12,73.02
4877,2021-02-21 09:00:05+01:00,6.12,73.0
4876,2021-02-21 09:01:05+01:00,6.12,72.98
4875,2021-02-21 09:02:05+01:00,6.11,72.96
4874,2021-02-21 09:03:05+01:00,6.11,72.94
4873,2021-02-21 09:04:05+01:00,6.11,72.92
4872,2021-02-21 09:05:05+01:00,6.1,72.9
4871,2021-02-21 09:06:05+01:00,6.05,72.9
4870,2021-02-21 09:07:05+01:00,6.06,72.9
4869,2021-02-21 09:08:05+01:00,6.08,72.91
4868,2021-02-21 09:09:05+01:00,6.09,72.92
